id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_1567,https://www.saostar.vn/sao-sport/clb-quang-nam-de-rot-hang-neu-thua-hagl-202506201235100255.html,CLB Quảng Nam dễ rớt hạng nếu thua HAGL,"Dù đang hơn CLB Đà Nẵng 3 điểm, nhưng CLB Quảng Nam hoàn toàn có thể rơi vào tình cảnh phải đá play-off nếu thua HAGL ở vòng cuối.",Thể thao,2025-06-20T12:35:10.473+07:00,SaoStar,data/images/article_1567_image.png,non-clickbait
article_1230,https://thanhnien.vn/binh-giu-nhiet-dung-nuoc-trai-cay-chuyen-gia-canh-bao-sai-lam-nguy-hiem-185250621142622315.htm,Bình giữ nhiệt đựng nước trái cây: Chuyên gia cảnh báo sai lầm nguy hiểm,"Nhiều người dùng bình giữ nhiệt để đựng nước trái cây như cam, chanh… mà không biết thói quen này có thể gây nguy hiểm cho sức khỏe.",Other,2025-06-21T20:20:00+07:00,Thanh Niên,data/images/article_1230_image.png,clickbait
article_0610,https://tuoitre.vn/danh-me-roi-dam-vao-nguc-can-bo-an-ninh-thanh-nien-co-thu-trong-nha-20250620171040912.htm,"Đánh mẹ rồi đâm vào ngực cán bộ an ninh, thanh niên cố thủ trong nhà","Sau khi đánh mẹ ruột và đâm bị thương cán bộ an ninh, nam thanh niên cố thủ trong nhà.",Chính trị & An ninh,2025-06-20T18:01:26+07:00,Tuổi Trẻ,data/images/article_0610_image.png,non-clickbait
article_1151,https://vnexpress.net/trung-tam-cham-soc-suc-khoe-cao-cap-tai-thanh-xuan-valley-4899697.html,Trung tâm chăm sóc sức khỏe cao cấp tại Thanh Xuan Valley,"BIM Land hợp tác Prime Medical Care (PMC), tích hợp mô hình y tế chủ động vào Thanh Xuan Valley, hướng tới hệ sinh thái sống xanh, sống khỏe, sống bền vững giữa thung lũng.",Other,2025-06-17T09:00:00+07:00,VnExpress,data/images/article_1151_image.png,non-clickbait
article_0605,https://tuoitre.vn/phat-hien-1-tan-chan-ga-nhap-tu-paraguay-khong-co-hoa-don-20250621151512305.htm,Phát hiện 1 tấn chân gà nhập từ Paraguay không có hóa đơn,"Lực lượng chức năng vừa tạm giữ 1 tấn chân gà đông lạnh có nguồn gốc từ Paraguay nhưng không có hóa đơn, chứng từ theo quy định.",Chính trị & An ninh,2025-06-21T15:32:52+07:00,Tuổi Trẻ,data/images/article_0605_image.png,non-clickbait
article_0228,https://baomoi.com/mu-dung-ban-amad-c52572066.epi,MU đừng bán Amad - Báo Pháp Luật TP.HCM,Louis Saha đã tha thiết đề nghị MU đừng bán Amad khi có tin đồn ngôi sao người Bờ Biển Ngà này sẽ rời Old Trafford.,Thể thao,2025-06-23T05:54:54.000Z,Báo Mới,data/images/article_0228_image.png,clickbait
article_1582,https://www.24h.com.vn/bong-da/real-madrid-thoat-hiem-truoc-pachuca-alonso-khong-hai-long-voi-the-do-cua-asencio-c48a1674906.html,Real Madrid thoát hiểm trước Pachuca: Alonso không hài lòng với thẻ đỏ của Asencio,HLV Alonso bày tỏ sự không hài lòng với tình huống phải nhận thẻ đỏ của Asencio khi đấu Pachuca.,Thể thao,2025-06-23T05:58:00+07:00,24h,data/images/article_1582_image.png,non-clickbait
article_3619,https://baomoi.com/khan-truong-giai-quyet-vuong-mac-ve-cod-va-gia-fit-cua-cac-du-an-nang-luong-tai-tao-c52574680.epi,Khẩn trương giải quyết vướng mắc về COD và giá FIT của các dự án năng lượng tái tạo - Tạp chí Công thương,"Thực hiện chỉ đạo của Chính phủ tại Nghị quyết số 233/NQ-CP, Bộ Công Thương đã chủ động thực hiện nhiều giải pháp nhằm tháo gỡ các khó khăn, vướng mắc của các dự án năng lượng tái tạo.",Other,2025-06-23T10:32:00.000Z,Báo Mới,data/images/article_3619_image.png,non-clickbait
article_0952,https://vietnamnet.vn/bang-xep-hang-fifa-club-world-cup-2025-bxh-club-world-cup-moi-nhat-2410849.html,Bảng xếp hạng FIFA Club World Cup 2025 mới nhất: Xác định 5 đội vào vòng 1/8,Bảng xếp FIFA Club World Cup 2025 - Cập nhật sớm và chính xác nhất bảng xếp hạng bóng đá FIFA Club World Cup 2025.,Thể thao,"Chủ Nhật, 22/06/2025 - 08:02",VietNamNet,data/images/article_0952_image.png,non-clickbait
article_0253,https://baomoi.com/sancho-gat-dau-voi-napoli-c52536635.epi,Sancho gật đầu với Napoli - Tạp chí Tri thức,"Jadon Sancho đồng ý gia nhập Napoli, mở ra cơ hội làm lại sự nghiệp tại Serie A sau quãng thời gian thất vọng ở Manchester United.",Thể thao,2025-06-18T15:26:29.000Z,Báo Mới,data/images/article_0253_image.png,non-clickbait
article_2889,https://vietnamnet.vn/nong-tren-duong-loat-va-cham-vi-lai-xe-ngao-ngo-khong-chiu-quan-sat-2413731.html,Nóng trên đường: Loạt va chạm vì lái xe 'ngáo ngơ' không chịu quan sát,"Chỉ vì lái xe thiếu chú ý, mất tập trung, nhiều tài xế đã đã tự gây tai họa cho bản thân và những người xung quanh.",Xe & Vận tải,"Chủ Nhật, 22/06/2025 - 13:50",VietNamNet,data/images/article_2889_image.png,clickbait
article_0482,https://www.24h.com.vn/tin-tuc-quoc-te/tiet-lo-cach-israel-am-sat-cac-nha-khoa-hoc-hat-nhan-iran-ngay-tai-noi-o-c415a1674506.html,Tiết lộ cách Israel ám sát các nhà khoa học hạt nhân Iran ngay tại nơi ở,"Thông tin được công bố sau khi kênh truyền Channel 12 dẫn nguồn tin từ một quan chức cấp cao Israel, cho biết nước này đã ám sát tất cả 10 nhà khoa học hạt nhân hàng đầu của Iran ngay tại nơi ở của họ.",Quốc tế,2025-06-21T10:00:00+07:00,24h,data/images/article_0482_image.png,clickbait
article_2623,https://vietnamnet.vn/chuyen-xai-47-ty-tien-hoi-lo-cua-cuu-vien-truong-vien-y-duoc-hoc-dan-toc-tphcm-2413407.html,Chuyện 'xài' 47 tỷ tiền hối lộ của cựu Viện trưởng Viện Y dược học dân tộc TPHCM,"Trong số những người bị cáo buộc nhận hối lộ của Chủ tịch HĐQT Công ty Sơn Lâm, ông Huỳnh Nguyễn Lộc (cựu Viện trưởng Viện Y dược học dân tộc TPHCM) nhận nhiều nhất. Ông này xài tiền nhận hối lộ như thế nào đã được CQĐT làm rõ.",Chính trị & An ninh,2025-06-20T15:47:00+07:00,VietNamNet,data/images/article_2623_image.png,non-clickbait
article_3279,https://vnexpress.net/du-lich-thai-lan-campuchia-sut-giam-khi-bien-gioi-siet-chat-4905097.html,Du lịch Thái Lan - Campuchia sụt giảm khi biên giới siết chặt,"Du lịch giữa Thái Lan và Campuchia sụt giảm trong tháng 6, lượng khách Campuchia đến Thái giảm 48% và hoạt động qua lại tại các tỉnh giáp ranh bị ảnh hưởng.",Other,2025-06-23T15:11:00+07:00,VnExpress,data/images/article_3279_image.png,non-clickbait
article_0679,https://vietnamnet.vn/van-thinh-phat-xin-tai-co-cau-ngan-hang-scb-tuyen-bo-co-san-2-ty-usd-2413168.html,"Lộ diện nhóm nhà đầu tư nước ngoài muốn tái cơ cấu SCB, bà Trương Mỹ Lan có động thái mới","Thông qua sự hợp tác cùng các đối tác trong và ngoài nước, nhóm nhà đầu tư của Tập đoàn Vạn Thịnh Phát đã đề xuất phương án tỷ USD nhằm tái cơ cấu ngân hàng SCB.",Kinh doanh & Kinh tế,2025-06-21T19:21:00+07:00,VietNamNet,data/images/article_0679_image.png,clickbait
article_3155,https://vietnamnet.vn/tranh-rui-ro-khi-mua-nha-nhung-cau-hoi-giup-ban-tiet-kiem-ca-tram-trieu-2412310.html,Tránh rủi ro khi mua nhà: Những câu hỏi giúp bạn tiết kiệm cả trăm triệu,"Trước khi đưa ra quyết định mua nhà, điều quan trọng là bạn phải đặt đúng câu hỏi. Những câu hỏi này sẽ giúp bạn đánh giá chính xác giá trị của bất động sản, tránh rủi ro và có thể đàm phán mức giá tốt hơn.",Other,2025-06-17T14:37:00+07:00,VietNamNet,data/images/article_3155_image.png,clickbait
article_0876,https://vnexpress.net/kinh-thong-minh-san-pham-cong-nghe-dot-pha-tiep-theo-4899647.html,Kính thông minh - sản phẩm công nghệ đột phá tiếp theo,"Nhiều hãng lớn như Google, Meta, Snap, Amazon tin rằng kính thông minh là sản phẩm đột phá tiếp theo của ngành công nghệ.",Công nghệ & Khoa học,2025-06-18T11:11:00+07:00,VnExpress,data/images/article_0876_image.png,non-clickbait
article_0918,https://thanhnien.vn/phan-rang-center-cau-chuyen-tu-vi-tri-gop-suc-thanh-bieu-tuong-185250621131024763.htm,"Phan Rang Center - Câu chuyện từ vị trí, góp sức thành biểu tượng","Tỉnh Khánh Hòa mới (sau khi dự kiến sáp nhập với Ninh Thuận) sẽ vươn mình mạnh mẽ với vị thế chiến lược vượt trội, hội tụ tinh hoa từ biển cả, đất liền và bề dày văn hóa.",Kinh doanh & Kinh tế,2025-06-21T14:31:00+07:00,Thanh Niên,data/images/article_0918_image.png,non-clickbait
article_2599,https://thanhnien.vn/nhan-sac-doi-thuong-cua-tan-hoa-hau-hoan-vu-viet-nam-2025-185250622022605033.htm,Nhan sắc đời thường của tân Hoa hậu Hoàn vũ Việt Nam,"Ghi điểm bởi nhan sắc ngọt ngào cùng trình độ học vấn tốt, Nguyễn Hoàng Phương Linh giành chiến thắng tại chung kết Hoa hậu Hoàn vũ Việt Nam 2025.",Other,2025-06-22T07:42:00+07:00,Thanh Niên,data/images/article_2599_image.png,clickbait
article_0925,https://thanhnien.vn/vng-dat-muc-tieu-dat-doanh-thu-10773-ti-dong-tap-trung-ai-va-go-global-185250621142213604.htm,"VNG đặt mục tiêu đạt doanh thu 10.773 tỉ đồng, tập trung AI và Go Global","Sáng 21.6, Công ty cổ phần Tập đoàn VNG (mã chứng khoán VNZ) tổ chức thành công Đại hội đồng cổ đông thường niên năm 2025",Other,2025-06-21T14:27:00+07:00,Thanh Niên,data/images/article_0925_image.png,non-clickbait
article_0984,https://www.saostar.vn/am-nhac/dpr-ian-khien-mang-xa-hoi-day-song-sau-dem-nhac-tai-my-dinh-202506221251414822.html,DPR IAN: Cái tên khiến mạng xã hội 'dậy sóng' sau đêm nhạc tại Mỹ Đình,Sức hút của DPR IAN sau đêm diễn tại SVĐ Mỹ Đình không hề thua kém 'ông hoàng Kpop' G-Dragon.,Giải trí & Showbiz,2025-06-22T18:00:00.000+07:00,SaoStar,data/images/article_0984_image.png,clickbait
article_0351,https://thanhnien.vn/khanh-hoa-sau-sap-nhap-pphan-rang-san-sang-hoat-dong-hieu-qua-185250623115216879.htm,Khánh Hòa sau sáp nhập: P.Phan Rang sẵn sàng hoạt động hiệu quả,"P.Phan Rang, tỉnh Khánh Hòa (mới) đảm bảo các điều kiện để đi vào hoạt động thông suốt, hiệu lực, hiệu quả, không gây gián đoạn trong phục vụ người dân, doanh nghiệp từ ngày 1.7.",Other,2025-06-23T12:40:00+07:00,Thanh Niên,data/images/article_0351_image.png,non-clickbait
article_2337,https://vietnamnet.vn/tu-mon-xua-que-nha-den-doanh-thu-tram-trieu-bi-kip-ban-ky-uc-tren-tiktok-2411137.html,"Bỏ nghề MC truyền hình, cô gái Nùng làm ngô nếp bản địa bán cả triệu đồng/kg","Bỏ công việc MC truyền hình ở VTC về bản, hai chị em Lạng Sơn đã biến ngô cổ thành đặc sản số. Nhờ TikTok, họ đạt doanh thu trăm triệu đồng, khai mở lối đi mới cho nông nghiệp vùng miền.",Công nghệ & Khoa học,"Chủ Nhật, 15/06/2025 - 07:02",VietNamNet,data/images/article_2337_image.png,clickbait
article_2660,https://www.saostar.vn/cong-nghe/tong-thong-trump-xem-xet-gia-han-them-cho-tik-tok-202505071724353985.html,Tổng thống Trump xem xét gia hạn thêm cho TikTok,Ông Trump vừa tuyên bố sẵn sàng gia hạn thêm thời gian cho TikTok nếu không thể hoàn tất việc chuyển nhượng hoạt động tại Mỹ trước hạn chót 19/6.,Công nghệ & Khoa học,2025-05-07T18:21:55.973+07:00,SaoStar,data/images/article_2660_image.png,non-clickbait
article_2827,https://thanhnien.vn/chan-troi-moi-nao-cho-cac-ngoi-sao-hagl-co-vien-man-nhu-tuan-anh-van-toan-185250623131016028.htm,"Chân trời mới nào chờ các ngôi sao HAGL, có viên mãn như Tuấn Anh, Văn Toàn?","Sau khi rời HAGL, những trụ cột như Minh Vương, Ngọc Quang, Quang Nho... đều đang đàm phán để tìm bến đỗ mới.",Other,2025-06-23T14:04:00+07:00,Thanh Niên,data/images/article_2827_image.png,clickbait
article_0555,https://vnexpress.net/phat-dat-muon-ban-cong-ty-con-von-nghin-ty-dong-4905046.html,Phát Đạt muốn bán công ty con vốn nghìn tỷ đồng,"Phát Đạt tính chuyển nhượng toàn bộ 94% vốn nắm giữ tại Công ty Đầu tư Bất động sản Ngô Mây, doanh nghiệp có vốn điều lệ 1.120 tỷ đồng.",Kinh doanh & Kinh tế,2025-06-23T11:35:00+07:00,VnExpress,data/images/article_0555_image.png,non-clickbait
article_3107,https://thanhnien.vn/camera-an-ninh-luu-tru-canh-quay-trong-bao-lau-185250623073617459.htm,Camera an ninh lưu trữ cảnh quay trong bao lâu?,Không có câu trả lời chung cho câu hỏi về thời gian lưu trữ cảnh quay của camera an ninh vì điều này phụ thuộc vào nhiều yếu tố.,Other,2025-06-23T08:41:00+07:00,Thanh Niên,data/images/article_3107_image.png,clickbait
article_0188,https://www.24h.com.vn/tin-tuc-trong-ngay/so-dinh-danh-ca-nhan-thay-ma-so-thue-tu-1-7-c46a1674676.html,Số định danh cá nhân thay mã số thuế từ 1/7,"Số định danh của người đại diện hộ gia đình, hộ kinh doanh, cá nhân kinh doanh được sử dụng thay cho mã số thuế từ 1/7.",Tin tức tổng hợp,2025-06-21T22:47:48+07:00,24h,data/images/article_0188_image.png,non-clickbait
article_0412,https://vietnamnet.vn/yen-bai-mua-to-o-to-bi-bom-di-qua-bien-nuoc-2413920.html,"Mưa xối xả tại Yên Bái, ô tô bì bõm vượt qua biển nước",Nhiều khu vực tại tỉnh Yên Bái xuất hiện mưa lớn kèm sấm chớp. Một số tuyến đường đã bị ngập úng cục bộ.,Tin tức tổng hợp,"Chủ Nhật, 22/06/2025 - 21:59",VietNamNet,data/images/article_0412_image.png,non-clickbait
article_2763,https://vnexpress.net/loi-ich-cua-buon-chuyen-4904795.html,Lợi ích của buôn chuyện,Hà LanNghiên cứu của Đại học Groningen (Hà Lan) cho thấy buôn chuyện không chỉ có tác dụng giải trí mà còn giúp tự nhìn nhận bản thân nhưng cần biết giới hạn.,Other,2025-06-23T11:25:00+07:00,VnExpress,data/images/article_2763_image.png,clickbait
article_1233,https://thanhnien.vn/duong-hoa-xuan-tien-giang-diem-den-hap-dan-phuc-vu-nhan-dan-vui-xuan-don-tet-185250125154913302.htm,"Đường hoa xuân Tiền Giang: Điểm đến hấp dẫn phục vụ nhân dân vui xuân, đón tết","Phát huy những kết quả từ những năm trước, để tạo không khí vui xuân, đón tết phục vụ nhân dân trong dịp Tết Nguyên đán 2025, tỉnh Tiền Giang tiếp tục tổ chức Đường hoa xuân Tiền Giang năm 2025 kết hợp với chợ hoa xuân tại Quảng trường Hùng Vương (xã Đạo Thạnh, TP.Mỹ Tho).",Other,2025-01-25T16:30:00+07:00,Thanh Niên,data/images/article_1233_image.png,non-clickbait
article_0904,https://thanhnien.vn/lam-dong-chot-nha-thau-xay-dung-cao-toc-bao-loc-lien-khuong-185250622152024102.htm,Lâm Đồng ‘chốt’ nhà thầu xây dựng cao tốc Bảo Lộc - Liên Khương,"Chủ tịch tỉnh Lâm Đồng vừa ký quyết định phê duyệt kết quả lựa chọn nhà thầu xây dựng cao tốc đường bộ Bảo Lộc - Liên Khương, theo phương thức đối tác công tư (giai đoạn 1).",Other,2025-06-22T15:36:00+07:00,Thanh Niên,data/images/article_0904_image.png,non-clickbait
article_1190,https://tuoitre.vn/khi-gen-z-dung-cong-nghe-lap-trinh-nhip-song-so-20250613143423565.htm,Khi Gen Z dùng công nghệ lập trình nhịp sống số,"Gen Z không chỉ tiếp cận công nghệ mà còn thiết lập cách sống số của họ. Từ AI đến no-code, thế hệ này đang tạo ra những hệ sinh thái cá nhân tự động hóa.",Công nghệ & Khoa học,2025-06-14T10:39:00+07:00,Tuổi Trẻ,data/images/article_1190_image.png,clickbait
article_0495,https://baomoi.com/sau-mot-cuoc-goi-ong-trump-ha-lenh-nem-bom-iran-ngay-tren-truc-thang-c52572227.epi,"Sau một cuộc gọi, ông Trump hạ lệnh ném bom Iran ngay trên trực thăng - Báo Tiền Phong",Tổng thống Mỹ Donald Trump đưa ra một trong những quyết định quan trọng nhất trong nhiệm kỳ khi ông đang bay qua các khu điền trang nguy nga gần câu lạc bộ golf New Jersey của ông hôm 21/6.,Quốc tế,2025-06-23T06:26:00.000Z,Báo Mới,data/images/article_0495_image.png,non-clickbait
article_3108,https://thanhnien.vn/su-khac-biet-giua-night-shift-va-dark-mode-tren-iphone-185250623070034163.htm,Sự khác biệt giữa Night Shift và Dark Mode trên iPhone,Các tính năng Night Shift được giới thiệu từ iOS 9.3 và Dark Mode ra mắt cùng iOS 13 cũng nhằm mục đích giảm mỏi mắt.,Other,2025-06-23T07:05:00+07:00,Thanh Niên,data/images/article_3108_image.png,non-clickbait
article_1002,https://www.saostar.vn/am-nhac/ngo-kien-huy-va-cu-truot-dai-sau-truyen-thai-y-202506202350334005.html,Ngô Kiến Huy cần làm gì sau 'Truyền thái y'?,Sự nghiệp âm nhạc của Ngô Kiến Huy được nhận xét là ngày một mờ nhạt sau thành công của 'Truyền thái y'.,Giải trí & Showbiz,2025-06-21T07:00:00.000+07:00,SaoStar,data/images/article_1002_image.png,clickbait
article_3595,https://baomoi.com/vi-sao-gia-cat-quang-ngai-van-binh-on-truoc-con-bao-gia-cua-cac-tinh-lan-can-c52575166.epi,Vì sao giá cát Quảng Ngãi vẫn bình ổn trước 'cơn bão' giá của các tỉnh lân cận? - Báo Đầu Tư,"Giá cát ở Quảng Ngãi vẫn được giữ ổn định, trong khi đó các địa phương lân cận như Quảng Nam, Đà Nẵng giá cát cao kỷ lục với khoảng 800.000/m3.",Other,2025-06-23T11:03:00.000Z,Báo Mới,data/images/article_3595_image.png,clickbait
article_1385,https://vnexpress.net/co-nen-ngu-cung-thu-cung-4899305.html,Có nên ngủ cùng thú cưng?,"Ngủ cùng thú cưng có thể bị gián đoạn giấc ngủ do sự khác biệt trong chu kỳ ngủ và hành vi của chúng, nhưng có quan điểm cho rằng sự bầu bạn đáng giá hơn.",Other,2025-06-23T01:00:00+07:00,VnExpress,data/images/article_1385_image.png,clickbait
article_1779,https://thanhnien.vn/diem-thi-lop-10-cua-tphcm-so-diem-10-mon-tieng-anh-chua-bang-1-3-nam-truoc-185250622202522721.htm,Điểm thi lớp 10 của TP.HCM: Số điểm 10 môn tiếng Anh chưa bằng 1/3 năm trước,Với phổ điểm thi lớp 10 môn ngoại ngữ (trong đó chủ yếu là tiếng Anh) do Sở GD-ĐT TP.HCM công bố cho thấy các mức điểm từ 9 trở lên giảm nhiều so với kỳ thi năm trước.,Giáo dục & Học đường,2025-06-23T08:44:00+07:00,Thanh Niên,data/images/article_1779_image.png,non-clickbait
article_2896,https://vietnamnet.vn/san-tien-thuong-ky-luc-moi-nam-nho-ghi-hinh-vi-pham-giao-thong-2413505.html,"""Săn"" tiền thưởng kỷ lục mỗi năm nhờ ghi hình vi phạm giao thông",Nhiều người đã kiếm hàng trăm nghìn USD mỗi năm nhờ ghi hình vi phạm giao thông và nhận tiền thưởng từ chính quyền.,Xe & Vận tải,2025-06-21T09:45:00+07:00,VietNamNet,data/images/article_2896_image.png,clickbait
article_3598,https://baomoi.com/huong-dan-moi-nhat-ve-so-luong-pho-chu-tich-ubnd-cap-tinh-xa-c52575420.epi,"Hướng dẫn mới nhất về số lượng Phó Chủ tịch UBND cấp tỉnh, xã - Báo Công An Nhân Dân","Bộ Nội vụ vừa có công văn hướng dẫn một số nội dung về sắp xếp tổ chức bộ máy và đơn vị hành chính gửi tới tỉnh ủy, thành ủy, UBND các tỉnh, thành phố.",Other,2025-06-23T11:03:00.000Z,Báo Mới,data/images/article_3598_image.png,non-clickbait
article_0607,https://tuoitre.vn/can-canh-kho-hang-hon-10-000-chai-nuoc-hoa-chanel-bvlgari-dior-gia-cong-an-tp-hcm-vua-thu-giu-20250622183347954.htm,"Cận cảnh kho hàng hơn 10.000 chai nước hoa Chanel, Bvlgari, Dior... giả, Công an TP.HCM vừa thu giữ","Công an TP.HCM khám xét tại 3 địa điểm là nơi đăng ký kinh doanh, đóng gói và kho, qua đó thu giữ hơn 10.000 chai nước hoa giả các loại với trị giá ước tính (tương đương hàng thật) hơn 10 tỉ đồng.",Chính trị & An ninh,2025-06-22T18:47:29+07:00,Tuổi Trẻ,data/images/article_0607_image.png,non-clickbait
article_1442,https://tuoitre.vn/tranh-cai-o-to-di-do-xang-khach-hay-nhan-vien-tram-xang-phai-mo-nap-binh-20250511111339789.htm,"Tranh cãi: Ô tô đi đổ xăng, khách hay nhân viên trạm xăng phải mở nắp bình?","Khách khăng khăng nhân viên phải mở nắp bình xăng, nhân viên cho rằng đó không phải là bắt buộc. Sự việc đã thu hút nhiều ý kiến trái chiều trên mạng xã hội, xoay quanh câu hỏi: Liệu dịch vụ tại cây xăng có bao gồm cả việc mở nắp bình xăng cho khách?",Xe & Vận tải,2025-05-11T16:41:54+07:00,Tuổi Trẻ,data/images/article_1442_image.png,clickbait
article_2495,https://vnexpress.net/tra-cuu-diem-thi-lop-10-tp-hcm-nam-2025-chinh-xac-nhat-4904774.html,TP HCM công bố điểm thi lớp 10,"TP HCMSở Giáo dục công bố điểm thi lớp 10 của hơn 76.000 thí sinh, phụ huynh và các em có thể tra cứu trên VnExpress, từ 8h30 sáng 23/6.",Other,2025-06-23T00:00:00+07:00,VnExpress,data/images/article_2495_image.png,non-clickbait
article_3256,https://baomoi.com/mon-rau-dan-da-gia-vai-nghin-dong-nhung-mat-tu-gan-toi-da-dinh-duong-cuc-tot-c52573934.epi,"Món rau dân dã giá vài nghìn đồng nhưng mát từ gan tới da, dinh dưỡng cực tốt - Tạp chí SaoStar","Bổ sung những món rau củ dân dã, giàu chất dinh dưỡng này trong thực đơn thường ngày dịp hè sẽ giúp cơ thể 'giải nhiệt' cực tốt.",Other,2025-06-23T09:38:00.000Z,Báo Mới,data/images/article_3256_image.png,clickbait
article_0832,https://vnexpress.net/125-doanh-nghiep-vao-top-cong-nghiep-4-0-4904935.html,125 doanh nghiệp vào Top công nghiệp 4.0,"Top công nghiệp 4.0 Việt Nam 2025 vinh danh 125 doanh nghiệp có đóng góp nổi bật trong ứng dụng công nghệ số, đổi mới sáng tạo và xây dựng mô hình sản xuất thông minh.",Công nghệ & Khoa học,2025-06-23T09:24:00+07:00,VnExpress,data/images/article_0832_image.png,non-clickbait
article_2373,https://www.saostar.vn/kinh-doanh/gia-xang-dau-hom-nay-22-6-tiep-tuc-tang-202506221317212452.html,Giá xăng dầu hôm nay 22/6: Tiếp tục tăng,"Giá xăng dầu hôm nay 22/6 trên thị trường thế giới tiếp tục tăng, dù rằng không mạnh so với những ngày trước đó.",Kinh doanh & Kinh tế,2025-06-22T17:40:03.562+07:00,SaoStar,data/images/article_2373_image.png,non-clickbait
article_2467,https://baomoi.com/van-phong-dai-dien-ngan-hang-union-bank-of-taiwan-tai-thanh-pho-ho-chi-minh-thong-bao-gia-han-thoi-han-hoat-dong-c52573804.epi,Văn phòng đại diện Ngân hàng Union Bank of Taiwan tại thành phố Hồ Chí Minh thông báo gia hạn thời hạn hoạt động - Báo Hà Nội Mới,"Ngày 23-6-2025, Ngân hàng Nhà nước - Chi nhánh khu vực 2 đã ban hành Quyết định số 476/QĐ-KV2 về việc sửa đổi, bổ sung Giấy phép đối với nội dung Gia hạn thời hạn hoạt động của Văn phòng đại diện Ngân hàng Union Bank of Taiwan tại thành phố Hồ Chí Minh như sau:",Chính trị & An ninh,2025-06-23T08:50:00.000Z,Báo Mới,data/images/article_2467_image.png,non-clickbait
article_1292,https://www.saostar.vn/dien-anh/top-5-phim-hoa-ngu-thanh-cong-nhat-nua-dau-nam-2025-202506181550419295.html,"Top 5 phim Hoa Ngữ thành công nhất nửa đầu năm 2025: Tiêu Chiến bất bại, Bạch Lộc gây tranh cãi",Top 5 phim Hoa ngữ thành công nhất nửa đầu 2025 bùng nổ đa dạng thể loại từ cổ trang đến hiện đại,Giải trí & Showbiz,2025-06-18T15:50:42.514+07:00,SaoStar,data/images/article_1292_image.png,clickbait
article_3721,https://www.24h.com.vn/suc-khoe-doi-song/4-loi-ich-suc-khoe-cua-qua-vai-it-nguoi-biet-c62a1673938.html,4 lợi ích sức khỏe của quả vải ít người biết,"Vải là một loại trái cây nhiệt đới và cận nhiệt đới đã được trồng trong hàng nghìn năm. Không chỉ có hương vị thơm ngon, quả vải cũng được biết đến với nhiều lợi ích sức khỏe, được cho là nhờ thành phần hóa học thực vật phong phú của nó.",Sức khỏe & Đời sống,2025-06-19T08:28:08+07:00,24h,data/images/article_3721_image.png,clickbait
article_2880,https://thanhnien.vn/lan-dau-tien-tra-vinh-to-chuc-giai-marathon-thu-hut-hang-nghin-van-dong-vien-185250319190502925.htm,"Lần đầu tiên Trà Vinh tổ chức giải marathon, thu hút hàng nghìn vận động viên","Giải Aikya Cross Country Marathon Trà Vinh 2025 là giải chạy chuyên nghiệp đầu tiên được tổ chức tại Trà Vinh với 4 cự ly thi đấu: 5km, 10km, 21km, 42km, dự kiến thu hút khoảng 3.000 vận động viên, khởi tranh vào ngày 12 và 13.4.",Other,2025-03-19T19:17:00+07:00,Thanh Niên,data/images/article_2880_image.png,non-clickbait
article_0132,https://vietnamnet.vn/thu-tuong-day-nhanh-chi-tra-che-do-cho-nguoi-nghi-viec-theo-nghi-dinh-178-2413746.html,Thủ tướng yêu cầu đẩy nhanh chi trả chế độ cho người nghỉ việc theo Nghị định 178,"Thủ tướng yêu cầu phải hoàn thành việc giải quyết, chi trả chậm nhất trước ngày 30/6 đối với trường hợp đã có quyết định nghỉ việc.",Chính trị & An ninh,2025-06-21T22:06:00+07:00,VietNamNet,data/images/article_0132_image.png,non-clickbait
article_0341,https://tuoitre.vn/tinh-bao-cong-nghe-va-chien-tranh-thoi-hien-dai-2025061522254281.htm,"Tình báo, công nghệ và chiến tranh thời hiện đại","Sự kết hợp giữa hoạt động tình báo và công nghệ cao đang định hình lại cục diện chiến trường toàn cầu, làm mờ ranh giới giữa chiến tranh truyền thống và các hình thức xung đột mới.",Quốc tế,2025-06-16T05:25:00+07:00,Tuổi Trẻ,data/images/article_0341_image.png,non-clickbait
article_1529,https://vietnamnet.vn/israel-ha-chi-huy-dac-nhiem-quds-khong-kich-khu-hat-nhan-isfahan-cua-iran-2413643.html,"Israel hạ chỉ huy đặc nhiệm Quds, không kích khu hạt nhân Isfahan của Iran","Lực lượng phòng vệ Israel (IDF) cho hay, không quân nước này đã thực hiện đòn không kích ám sát chỉ huy đặc nhiệm Quds thuộc Vệ binh cách mạng Hồi giáo Iran (IRGC).",Quốc tế,2025-06-21T15:29:00+07:00,VietNamNet,data/images/article_1529_image.png,non-clickbait
article_0485,https://www.24h.com.vn/tin-tuc-quoc-te/vai-tro-it-duoc-nhac-toi-cua-uav-trong-cac-dot-iran-tap-kich-ten-lua-nham-vao-israel-c415a1674207.html,Vai trò ít được nhắc tới của UAV trong các đợt Iran tập kích tên lửa nhằm vào Israel,"Trong các đợt tập kích của Iran nhằm vào Israel, phần lớn sự chú ý dồn vào các tên lửa đạn đạo. Trong khi đó, máy bay không người lái (UAV) cũng đóng vai trò thiết yếu trong chiến lược của Tehran nhưng ít được nhắc tới, theo Channel News Asia.",Quốc tế,2025-06-21T12:00:00+07:00,24h,data/images/article_0485_image.png,non-clickbait
