id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_1040,https://www.24h.com.vn/doanh-nghiep/uniqlo-dong-hanh-cung-tam-nhin-phat-trien-ben-vung-tai-viet-nam-ra-sao-c849a1674592.html,UNIQLO đồng hành cùng tầm nhìn phát triển bền vững tại Việt Nam ra sao?,"UNIQLO và công ty mẹ là tập đoàn Fast Retailing, đã đặt ra nhiều mục tiêu và sáng kiến quan trọng, tập trung vào cải tiến sản phẩm, tăng tỷ lệ sử dụng vật liệu tái chế, giảm lượng phát thải khí nhà kính, đảm bảo quyền lợi cho người lao động và hỗ trợ cộng đồng.",Other,2025-06-21T19:00:00+07:00,24h,data/images/article_1040_image.png,non-clickbait
article_1388,https://vnexpress.net/suc-khoe-cam-nang-7-meo-bo-sung-nuoc-phong-tranh-than-yeu-4899960.html,7 mẹo bổ sung nước phòng tránh thận yếu,"Duy trì đủ lượng chất lỏng nạp vào, hạn chế đồ uống có đường dễ gây mất nước có thể giúp thận hoạt động tối ưu, phòng bệnh.",Other,2025-06-23T05:00:00+07:00,VnExpress,data/images/article_1388_image.png,clickbait
article_1373,https://baomoi.com/dong-luc-moi-thuc-day-phuc-hoi-va-tang-truong-kinh-te-c52572433.epi,Động lực mới thúc đẩy phục hồi và tăng trưởng kinh tế - Báo Phú Yên,"Quốc hội vừa thông qua Nghị quyết về việc giảm 2% thuế suất thuế giá trị gia tăng đối với một số nhóm hàng hóa, dịch vụ. Điểm đặc biệt, thời gian áp dụng lần này kéo dài đến 18 tháng, từ ngày 1/7/2025 đến hết ngày 31/12/2026, thay vì chỉ 6 tháng như các năm trước. Đây được đánh giá là bước đi quyết đoán, thể hiện rõ tinh thần hỗ trợ phục hồi và thúc đẩy tăng trưởng kinh tế bền vững sau nhiều năm khó khăn.",Kinh doanh & Kinh tế,2025-06-23T06:59:00.000Z,Báo Mới,data/images/article_1373_image.png,non-clickbait
article_1392,https://vnexpress.net/viem-nao-do-zona-than-kinh-kho-nhan-biet-4905041.html,Viêm não do zona thần kinh khó nhận biết,"Người mắc viêm não do zona thần kinh có vết sang thương nhỏ, cùng các dấu hiệu không điển hình như đau đầu, sốt, khiến bệnh khó nhận biết và chẩn đoán.",Other,2025-06-23T13:00:00+07:00,VnExpress,data/images/article_1392_image.png,non-clickbait
article_2674,https://www.24h.com.vn/thoi-trang/nu-ty-phu-gay-chu-y-trong-le-don-hoa-hau-the-gioi-c78a1674946.html,Nữ tỷ phú gây chú ý trong lễ đón Hoa hậu Thế giới,"Tỷ phú 70 tuổi - Supaluck Umpujh - gây chú ý khi nhảy nhót trong suốt sự kiện chào đón Hoa hậu Thế giới 2025 Suchata Chuangsri trở về quê nhà Thái Lan. Bà sở hữu khối tài sản lên tới hơn 1,8 tỷ USD.",Other,2025-06-23T11:00:00+07:00,24h,data/images/article_2674_image.png,clickbait
article_1984,https://vnexpress.net/a-hau-co-nu-cuoi-dep-nhat-tai-hoa-hau-hoan-vu-viet-nam-2025-4904708.html,Á hậu có nụ cười đẹp nhất tại Hoa hậu Hoàn vũ Việt Nam 2025,"Đỗ Cẩm Ly, 22 tuổi, đoạt á hậu và danh hiệu ""Người đẹp có nụ cười đẹp nhất"" tại Hoa hậu Hoàn vũ Việt Nam 2025.",Other,2025-06-22T14:10:00+07:00,VnExpress,data/images/article_1984_image.png,non-clickbait
article_1943,https://baomoi.com/200-nguoi-tham-gia-chay-cung-nguoi-khuyet-tat-c52572002.epi,200 người tham gia chạy cùng người khuyết tật - Báo Thừa Thiên Huế,"HNN.VN - Sáng 23/6, Viện nghiên cứu phát triển cộng đồng (Viện ACDC) phối hợp với Sở Y tế thành phố, Hội Người khuyết tật (NKT) – Bảo trợ NKT và trẻ mồ côi TP. Huế đồng tổ chức sự kiện 'Chạy cùng người khuyết tật: Không khoảng cách - Không giới hạn' năm 2025 tại bãi biển Thuận An (phường Thuận An, quận Thuận Hóa).",Thể thao,2025-06-23T05:38:00.000Z,Báo Mới,data/images/article_1943_image.png,non-clickbait
article_0163,https://www.saostar.vn/giai-tri/loi-nhan-nhu-cua-cuong-do-la-danh-cho-con-trai-subeo-gay-chu-y-202506220548345717.html,Lời nhắn nhủ của Cường Đô La dành cho con trai Subeo gây chú ý,Cường Đô La gặp chuyện thực tế của các bậc phụ huynh có con tuổi teen.,Giải trí & Showbiz,2025-06-22T07:00:00.000+07:00,SaoStar,data/images/article_0163_image.png,clickbait
article_0486,https://www.24h.com.vn/tin-tuc-quoc-te/podcast-vu-cha-de-chuong-trinh-vu-khi-hat-nhan-iran-bi-ban-chet-giua-ban-ngay-c415a1674273.html,"[Podcast] Vụ ""cha đẻ"" chương trình vũ khí hạt nhân Iran bị bắn chết giữa ban ngày",“Cha đẻ” chương trình vũ khí hạt nhân Iran bị nã 13 phát đạn trên một con đường ngay gần thủ đô Tehran vào năm 2020 trong khi không hề có bất cứ nghi phạm nào có mặt gần hiện trường.,Quốc tế,2025-06-21T06:00:00+07:00,24h,data/images/article_0486_image.png,non-clickbait
article_1059,https://baomoi.com/phat-huy-tiem-nang-du-lich-sinh-thai-lang-nghe-bat-trang-c52572543.epi,Phát huy tiềm năng du lịch sinh thái làng nghề Bát Tràng - Báo Nhân Dân,"Những năm gần đây, làng nghề Bát Tràng (Bát Tràng, Gia Lâm, Hà Nội) đang nỗ lực kiến tạo thành một điểm đến của du lịch bền vững, mang đến nhiều hoạt động trải nghiệm phong phú và thụ hưởng giá trị của công nghệ du lịch thông minh cho du khách.",Văn hóa & Nghệ thuật,2025-06-23T07:16:00.000Z,Báo Mới,data/images/article_1059_image.png,non-clickbait
article_1543,https://www.saostar.vn/sao-sport/cai-ket-nghiet-nga-cho-thu-mon-bui-tien-dung-202506221925064761.html,Cái kết nghiệt ngã cho thủ môn Bùi Tiến Dũng,"Cánh cửa trụ hạng tưởng chừng đã mở ra cho thủ môn Bùi Tiến Dũng và Đà Nẵng, nhưng mọi thứ tan vỡ ở vài phút cuối tại… sân Pleiku.",Thể thao,2025-06-22T19:28:59.410+07:00,SaoStar,data/images/article_1543_image.png,clickbait
article_3604,https://baomoi.com/bo-noi-vu-huong-dan-chuyen-doi-doi-ten-thon-to-dan-pho-sau-sap-xep-c52575052.epi,"Bộ Nội vụ hướng dẫn chuyển đổi, đổi tên thôn, tổ dân phố sau sắp xếp - Báo Hà Nội Mới","Bộ Nội vụ vừa hướng dẫn về việc chuyển đổi thôn, tổ dân phố và đổi tên thôn, tổ dân phố do trùng tên tại đơn vị hành chính cấp xã mới hình thành sau sắp xếp.",Other,2025-06-23T10:54:00.000Z,Báo Mới,data/images/article_3604_image.png,non-clickbait
article_1122,https://vnexpress.net/thaco-duoc-chap-thuan-dau-tu-khu-cong-nghiep-co-khi-786-ha-tai-binh-duong-4903955.html,Thaco được chấp thuận đầu tư khu công nghiệp cơ khí 786 ha tại Bình Dương,Bình Dương vừa chấp thuận chủ trương và nhà đầu tư khu công nghiệp Bắc Tân Uyên 1 cho Công ty Đầu tư phát triển Khu công nghiệp Thadico Bình Dương - thành viên Tập đoàn Thaco.,Other,2025-06-20T09:41:00+07:00,VnExpress,data/images/article_1122_image.png,non-clickbait
article_1955,https://baomoi.com/bayern-munich-tung-chieu-quyet-vuot-barca-ky-nico-williams-c52571203.epi,"Bayern Munich tung chiêu, quyết vượt Barca ký Nico Williams - Báo VietnamNet","Bayern Munich đưa ra mức lương hơn 15 triệu euro, quyết tâm vượt qua đối thủ Barca để chiêu mộ ngôi sao Nico Williams.",Thể thao,2025-06-23T04:36:00.000Z,Báo Mới,data/images/article_1955_image.png,clickbait
article_3685,https://www.24h.com.vn/tin-tuc-quoc-te/podcast-tran-tu-chien-cua-123-linh-an-do-voi-5000-binh-si-trung-quoc-c415a1665032.html,[Podcast]: Trận tử chiến của 123 lính Ấn Độ với 5.000 binh sĩ Trung Quốc,Trận chiến khốc liệt giữa binh sĩ Ấn Độ và quân Trung Quốc diễn ra trong thời tiết lạnh cóng và nhiệt độ có lúc xuống đến âm 40 độ C. Một vết nhỏ ở bàn tay trong điều kiện thời tiết như vậy cũng sẽ khiến cả bàn tay bị buộc phải cắt bỏ.,Quốc tế,2025-05-17T06:00:00+07:00,24h,data/images/article_3685_image.png,non-clickbait
article_2653,https://www.saostar.vn/cong-nghe/dang-cap-chiu-chi-co-phong-than-vng-tung-tvc-voi-bo-ba-dai-su-202505280944590748.html,Đẳng cấp chịu chi cỡ Phong Thần VNG: Tung TVC với bộ ba đại sứ triệu view SOOBIN - Tiến Linh - Jun Vũ,"Dự kiến ra mắt vào 04/06/2025, Phong Thần VNG đã khiến cộng đồng game thủ ""đứng ngồi không yên"" với TVC hoành tráng quy tụ ba gương mặt đình đám",Công nghệ & Khoa học,2025-05-28T14:56:41.429+07:00,SaoStar,data/images/article_2653_image.png,non-clickbait
article_0214,https://www.24h.com.vn/tin-tuc-trong-ngay/xon-xao-thong-tin-nguoi-dan-ong-trom-hon-800-to-ve-so-o-tphcm-c46a1674194.html,Xôn xao thông tin người đàn ông trộm hơn 800 tờ vé số ở TPHCM,"Thông tin đăng tải cho thấy người đàn ông đã trộm 812 tờ vé số, khiến nữ nhân viên đại lý vé số “mất ăn, mất ngủ“.",Tin tức tổng hợp,2025-06-20T08:48:00+07:00,24h,data/images/article_0214_image.png,clickbait
article_3021,https://vnexpress.net/hyundai-kona-hybrid-ra-mat-thi-truong-dong-nam-a-4904975.html,Hyundai Kona Hybrid ra mắt thị trường Đông Nam Á,"Mẫu gầm cao cỡ B thế hệ mới trang bị hệ truyền động hybrid, bán hai phiên bản, giá 26.700-29.500 USD.",Other,2025-06-23T12:01:00+07:00,VnExpress,data/images/article_3021_image.png,non-clickbait
article_3351,https://tuoitre.vn/phat-hien-nhom-mau-moi-ca-the-gioi-chi-mot-nguoi-co-20250623072704832.htm,"Phát hiện nhóm máu mới, cả thế giới chỉ một người có","Phải sau 15 năm, các nhà nghiên cứu mới phát hiện sự tồn tại của nhóm máu mới này.",Other,2025-06-23T07:42:33+07:00,Tuổi Trẻ,data/images/article_3351_image.png,clickbait
article_0022,https://vnexpress.net/da-nang-de-xuat-thu-nghiem-tai-san-so-tien-so-4904592.html,"Đà Nẵng đề xuất thử nghiệm tài sản số, tiền số","Thành phố kiến nghị cho phép hình thành tại Trung tâm tài chính quốc tế các sàn giao dịch chuyên biệt như tài sản số, tiền số cho doanh nghiệp đổi mới sáng tạo.",Tin tức tổng hợp,2025-06-21T22:20:00+07:00,VnExpress,data/images/article_0022_image.png,non-clickbait
article_1623,https://www.24h.com.vn/bong-da/video-bong-da-inter-milan-urawa-red-diamonds-vo-oa-phut-bu-gio-nguoc-dong-ngoan-muc-fifa-club-world-cup-c48a1674694.html,"Video bóng đá Inter Milan - Urawa Red Diamonds: Vỡ òa phút bù giờ, ngược dòng ngoạn mục (FIFA Club World Cup)",(Lượt trận thứ 2 bảng E) Inter Milan đã trải qua trận đấu vô cùng khó khăn trước đại diện Nhật Bản dù được đánh giá cao hơn.,Thể thao,2025-06-22T04:05:00+07:00,24h,data/images/article_1623_image.png,clickbait
article_2887,https://vietnamnet.vn/lai-xe-di-nghi-mat-ca-gia-dinh-duoc-buoi-xong-hoi-vi-dieu-hoa-o-to-gio-chung-2410215.html,"Lái xe đi nghỉ mát, cả gia đình được buổi 'xông hơi' vì điều hòa ô tô giở chứng","Gia đình 4 người lái xe ô tô đi du lịch thì điều hòa hỏng giữa trời nắng, chiếc xe trở thành phòng xông hơi bất đắc dĩ. Chuyên nghỉ mát 'toát mồ hôi hột' là có thật.",Xe & Vận tải,2025-06-23T14:42:00+07:00,VietNamNet,data/images/article_2887_image.png,clickbait
article_1732,https://vnexpress.net/da-nang-muon-doi-san-da-play-off-voi-doi-bong-cua-cong-phuong-4904861.html,Đà Nẵng muốn đổi sân đá play-off với đội bóng của Công Phượng,"Đà Nẵng đề xuất đá sân Quy Nhơn thay vì sân Thống Nhất khi gặp Bình Phước ở trận play-off trụ hạng V-League 2024-2025, nhưng không được chấp thuận.",Thể thao,2025-06-23T06:19:00+07:00,VnExpress,data/images/article_1732_image.png,non-clickbait
article_2491,https://vnexpress.net/pho-diem-toan-van-tieng-anh-thi-lop-10-cua-tp-hcm-4904849.html,"Phổ điểm Toán, Văn, Tiếng Anh thi lớp 10 của TP HCM","TP HCMMôn Toán thoát ""dớp"" hơn 50% dưới điểm trung bình, trong khi phổ điểm thi lớp 10 môn Văn ổn định, môn Anh giảm, số điểm 10 ở cả ba môn ít hơn năm ngoái.",Other,2025-06-23T07:41:00+07:00,VnExpress,data/images/article_2491_image.png,non-clickbait
article_1450,https://thanhnien.vn/giu-than-khoe-manh-4-mon-can-tranh-185250621172714726.htm,Giữ thận khỏe mạnh: 4 món cần tránh!,"Thận đóng vai trò quan trọng trong việc duy trì sức khỏe của cơ thể bằng cách lọc chất thải, cân bằng chất điện giải, điều hòa huyết áp và sản xuất hoóc môn.",Sức khỏe & Đời sống,2025-06-22T00:09:00+07:00,Thanh Niên,data/images/article_1450_image.png,clickbait
article_1153,https://vnexpress.net/san-golf-nghin-ty-o-quang-ninh-du-kien-van-hanh-tu-2030-4899316.html,Sân golf nghìn tỷ ở Quảng Ninh dự kiến vận hành từ 2030,"Sân golf Uông Bí có 36 hố, tổng vốn đầu tư hơn 1.100 tỷ đồng dự kiến đi vào hoạt động từ cuối 2030.",Other,2025-06-16T16:06:00+07:00,VnExpress,data/images/article_1153_image.png,non-clickbait
article_3434,https://vietnamnet.vn/cung-duong-dep-nhu-tranh-cach-ha-noi-3-gio-lai-xe-du-khach-doi-nang-san-anh-2411494.html,"Cung đường đẹp như tranh cách Hà Nội 3 giờ lái xe, du khách 'đội nắng' săn ảnh","Gần trưa, khi nắng lên cao, khung cảnh trên cung đường dẫn tới Eo Gió – Quan Lạn càng trở nên ấn tượng với màu xanh bạt ngàn của những rặng cây ven đường, xa xa là mặt biển xanh biếc, mênh mông.",Du lịch & Ẩm thực,2025-06-16T05:35:00+07:00,VietNamNet,data/images/article_3434_image.png,non-clickbait
article_1028,https://www.24h.com.vn/kinh-doanh/vo-chong-ha-noi-roi-pho-ve-bien-chi-tien-bien-nha-cu-thanh-homestay-dep-nhu-mo-c161a1670760.html,"Vợ chồng Hà Nội rời phố về biển, chi tiền ""biến” nhà cũ thành homestay đẹp như mơ","Căn nhà rộng 134m2 với 1 phòng khách và 3 phòng ngủ, được cải tạo trong vòng chưa đầy 2 tháng hết tổng cộng 700 triệu đồng.",Kinh doanh & Kinh tế,2025-06-16T05:00:00+07:00,24h,data/images/article_1028_image.png,non-clickbait
article_0056,https://tuoitre.vn/canh-sat-giai-cuu-3-du-khach-bi-lac-khi-leo-nui-hoang-nguu-son-20250623064023869.htm,Cảnh sát giải cứu 3 du khách bị lạc khi leo núi Hoàng Ngưu Sơn,"Ba du khách leo núi Hoàng Ngưu Sơn (TP Nha Trang, Khánh Hòa) thì đi lạc, phải nhờ lực lượng chức năng ứng cứu.",Du lịch & Ẩm thực,2025-06-23T06:45:36+07:00,Tuổi Trẻ,data/images/article_0056_image.png,non-clickbait
article_0936,https://thanhnien.vn/noble-palace-tay-thang-long-hut-nha-dau-tu-nho-8-loi-the-cho-nguoi-dung-cuoi-185250622150341505.htm,Noble Palace Tay Thang Long hút nhà đầu tư nhờ 8 lợi thế cho người dùng cuối,"Nằm ngay cửa ngõ phía Tây Thủ đô - khu vực đang bứt tốc về hạ tầng và quy hoạch - Noble Palace Tay Thang Long được nhiều nhà đầu tư kỳ cựu ví như 'viên ngọc hiếm' của thị trường thấp tầng. Không chỉ nổi bật bởi vị trí chiến lược, dự án còn ghi dấu với phong cách hàng hiệu sang trọng và là khu đô thị tiên phong ứng dụng công nghệ AI hiện đại của Sunshine Group - tạo nên chuẩn sống thông minh khác biệt giữa lòng Hà Nội.",Other,2025-06-23T08:00:00+07:00,Thanh Niên,data/images/article_0936_image.png,clickbait
article_1420,https://vnexpress.net/be-trai-3-1-kg-chao-doi-voi-vong-day-ron-that-nut-4904511.html,"Bé trai 3,1 kg chào đời với vòng dây rốn thắt nút","Quảng NamSản phụ đang chuyển dạ sinh tự nhiên nhưng nhịp tim thai có dấu hiệu bất thường, bác sĩ phát hiện nút thắt nguy hiểm trên dây rốn, quyết định mổ cấp cứu.",Other,2025-06-21T17:31:00+07:00,VnExpress,data/images/article_1420_image.png,non-clickbait
article_1284,https://www.saostar.vn/dien-anh/ngoai-tinh-nghiep-du-luong-thu-trang-mac-loi-so-dang-202506191605085463.html,"Dịu Dàng Màu Nắng: Lương Thu Trang ngoại tình vụng về, lỗi sơ đẳng cũng mắc phải",Phân đoạn nhân vật Lan Anh do Lương Thu Trang thủ vai trong Dịu Dàng Màu Nắng gây xôn xao vì lộ vết “hickey” sau khi ngoại tình.,Giải trí & Showbiz,2025-06-19T16:05:09.917+07:00,SaoStar,data/images/article_1284_image.png,clickbait
article_0696,https://kenh14.vn/tu-edm-festival-den-mega-concert-kpop-dua-g-dragon-ve-viet-nam-ravolution-asia-bung-no-buoc-chuyen-minh-chien-luoc-215250622201221965.chn,Từ EDM Festival đến mega concert Kpop đưa G-Dragon về Việt Nam: Ravolution Asia bùng nổ bước chuyển mình chiến lược,"Từ những mùa lễ hội âm nhạc điện tử tiên phong đến siêu concert Kpop, Ravolution Asia đang viết nên hành trình đưa trải nghiệm âm nhạc Việt tiệm cận chuẩn mực toàn cầu.",Giải trí & Showbiz,2025-06-22T21:13:00,Kênh14,data/images/article_0696_image.png,clickbait
article_2023,https://tuoitre.vn/bao-tuoi-tre-nguoi-thay-cua-dua-tre-ngheo-nam-ay-20250623101612264.htm,Báo Tuổi Trẻ: Người thầy của đứa trẻ nghèo năm ấy,"Vì gia đình nghèo, nên lúc nhỏ tôi hầu như không có cơ hội để mua những tờ báo phù hợp với lứa tuổi của một đứa bé học sinh tiểu học. Ấy vậy mà tôi lại là độc giả trung thành của báo Tuổi Trẻ từ khi 9 tuổi.",Other,2025-06-23T10:27:11+07:00,Tuổi Trẻ,data/images/article_2023_image.png,non-clickbait
article_0230,https://baomoi.com/v-league-1-2024-2025-va-nhung-diem-nhan-c52572159.epi,V.League 1-2024/2025 và những điểm nhấn - Báo Tin Tức TTXVN,"Mùa giải V.League 1-2024/2025 đã khép lại với nhiều ấn tượng và cảm xúc. Đội vô địch là Câu lạc bộ Thép Xanh Nam Định; Á quân Câu lạc bộ Hà Nội; Câu lạc bộ Công an Hà Nội xếp hạng Ba, hạng Tư thuộc về Câu lạc bộ Thể Công Viettel.",Thể thao,2025-06-23T06:10:00.000Z,Báo Mới,data/images/article_0230_image.png,non-clickbait
article_2082,https://vietnamnet.vn/lo-cyclotron-duy-nhat-mien-nam-ngung-hoat-dong-may-chup-pet-ct-dap-chieu-2413854.html,"Lò cyclotron duy nhất ở miền Nam ngừng hoạt động, máy chụp PET/CT 'đắp chiếu'",Lò cyclotron duy nhất tại khu vực phía Nam chuyên sản xuất thuốc đồng vị phóng xạ 18F-FDG đã tạm ngừng hoạt động khiến người bệnh gặp khó khăn khi phải chụp PET/CT.,Sức khỏe & Đời sống,"Chủ Nhật, 22/06/2025 - 13:45",VietNamNet,data/images/article_2082_image.png,non-clickbait
article_0160,https://www.saostar.vn/giai-tri/vo-dinh-tu-bao-tin-vui-dan-sao-vbiz-no-nuc-chuc-mung-202506221029519153.html,"Vợ Đình Tú báo tin vui, dàn sao Vbiz nô nức chúc mừng",Đình Tú và Ngọc Huyền hạnh phúc báo tin mừng chỉ sau vài ngày công bố mối quan hệ.,Giải trí & Showbiz,2025-06-22T10:30:47.818+07:00,SaoStar,data/images/article_0160_image.png,clickbait
article_1295,https://www.24h.com.vn/san-xuat-tieu-dung/loai-la-moc-bo-bui-thanh-dac-san-co-mui-thom-la-gia-100000-dong-kg-trong-2-thang-ban-hot-bac-c60a1674289.html,"Loại lá mọc bờ bụi thành đặc sản có mùi thơm lạ, giá 100.000 đồng/kg, trồng 2 tháng bán ""hốt bạc""",Đây là loại lá gia vị vô cùng độc đáo mà chắc chắn nhiều người chưa từng có cơ hội được thưởng thức.,Other,2025-06-21T10:00:00+07:00,24h,data/images/article_1295_image.png,clickbait
article_3265,https://baomoi.com/moi-ngay-hut-2-bao-thuoc-la-nguoi-dan-ong-nguy-kich-giua-duong-c52574367.epi,"Mỗi ngày hút 2 bao thuốc lá, người đàn ông nguy kịch giữa đường - Báo Công An Nhân Dân","Đang trên đường đi làm, người đàn ông 43 tuổi (Hà Nội) bất ngờ đau ngực trái dữ dội, khó thở và gục xuống, được đưa vào bệnh viện cấp cứu.",Other,2025-06-23T09:18:00.000Z,Báo Mới,data/images/article_3265_image.png,non-clickbait
article_2849,https://thanhnien.vn/tinh-hoa-vo-hoc-xu-hue-vo-kinh-thoi-nguyen-185250622224235812.htm,Tinh hoa võ học xứ Huế: Võ kinh thời Nguyễn,"Truyền thống võ học Việt Nam hình thành qua hàng ngàn năm lịch sử đấu tranh dựng nước và giữ nước. Tinh hoa võ Việt thâm sâu, còn rất nhiều giá trị về võ học và nhất là nhiều nhân vật đặc biệt vẫn chưa được người đương thời tiếp cận đầy đủ. Chỉ riêng vùng đất cố đô Huế, võ Việt đã và đang được truyền thừa, tiếp nối sinh động…",Other,2025-06-23T07:56:00+07:00,Thanh Niên,data/images/article_2849_image.png,non-clickbait
article_1160,https://vnexpress.net/du-an-d-homme-ban-giao-nha-trong-thang-6-4898518.html,Dự án D-Homme bàn giao nhà trong tháng 6,"Căn hộ D-Homme mặt tiền đường Hồng Bàng bàn giao trong tháng 6 với tiện ích nội khu hoàn thiện gồm hồ bơi, phòng gym, rạp chiếu phim, vườn trên không.",Other,2025-06-16T08:00:00+07:00,VnExpress,data/images/article_1160_image.png,non-clickbait
article_2714,https://baomoi.com/bo-tu-chinh-sach-thuc-day-doi-moi-sang-tao-c52573970.epi,'Bộ tứ' chính sách thúc đẩy đổi mới sáng tạo - Tạp chí Tri thức,"Bốn chính sách lớn cùng lúc tạo thành một hành lang thể chế đồng bộ, thúc đẩy doanh nghiệp Việt Nam bước vào sân chơi đổi mới sáng tạo toàn cầu trong năm 2025.",Công nghệ & Khoa học,2025-06-23T09:40:26.000Z,Báo Mới,data/images/article_2714_image.png,non-clickbait
article_0323,https://vnexpress.net/thu-tuong-israel-con-toi-phai-hoan-cuoi-hai-lan-vi-cac-vu-tan-cong-4904456.html,Thủ tướng Israel: Con tôi phải hoãn cưới hai lần vì các vụ tấn công,"Ông Netanyahu nói đến ""tổn thất"" của mỗi người dân Israel trong xung đột với Iran, chia sẻ cái giá mà gia đình ông phải trả là phải hoãn đám cưới con trai.",Quốc tế,2025-06-21T12:43:00+07:00,VnExpress,data/images/article_0323_image.png,non-clickbait
article_0063,https://tuoitre.vn/vua-ra-tu-ve-toi-hiep-dam-2-thang-sau-lai-tiep-tuc-hiep-dam-tre-em-2025062216055617.htm,"Vừa ra tù về tội hiếp dâm, 2 tháng sau lại tiếp tục hiếp dâm trẻ em","Ksor Trung (20 tuổi, trú xã Chư Mố, huyện Ia Pa, Gia Lai) vừa chấp hành xong án phạt tù về tội hiếp dâm lại tiếp tục chặn đường hiếp dâm một bé gái.",Chính trị & An ninh,2025-06-22T16:26:31+07:00,Tuổi Trẻ,data/images/article_0063_image.png,non-clickbait
article_0172,https://www.saostar.vn/giai-tri/nam-nsut-tung-la-thay-tran-thanh-noi-mot-cau-khien-ai-cung-xuc-dong-202506211032165544.html,"Nam NSƯT từng là thầy Trấn Thành nói một câu khiến ai cũng xúc động, cuộc sống hiện tại gây bất ngờ","Nam NSƯT này ngoài công việc diễn xuất còn là thầy của nhiều nghệ sĩ Việt đình đám hiện nay, trong đó có Trấn Thành.",Giải trí & Showbiz,2025-06-21T10:32:16.869+07:00,SaoStar,data/images/article_0172_image.png,clickbait
article_3449,https://www.24h.com.vn/xe-may-xe-dap/kawasaki-trinh-lang-xe-ga-gia-re-chi-36-trieu-dong-canh-tranh-honda-airblade-c748a1673387.html,"Kawasaki trình làng xe ga giá rẻ chỉ 36 triệu đồng, cạnh tranh Honda Airblade","Giữa tháng 6/2025, Kawasaki đã chính thức giới thiệu mẫu tay ga All New Brusky 125 tại thị trường Philippines.",Xe & Vận tải,2025-06-17T12:36:00+07:00,24h,data/images/article_3449_image.png,non-clickbait
article_0708,https://www.saostar.vn/vong-quanh-the-gioi/co-gai-28-tuoi-gay-sung-so-khi-an-12kg-hau-mot-luc-202506221118009299.html,Cô gái 28 tuổi gây sững sờ khi ăn 12kg hàu một lúc,"Dù sở hữu vóc dáng nhỏ nhắn, nhưng sức ăn của cô gái khiến ai cũng đều bất ngờ.",Quốc tế,2025-06-22T12:00:00.000+07:00,SaoStar,data/images/article_0708_image.png,clickbait
article_1787,https://thanhnien.vn/cach-chon-to-hop-mon-xet-tuyen-dh-nam-2025-de-tang-kha-nang-trung-tuyen-185250619174046257.htm,Cách chọn tổ hợp môn xét tuyển ĐH năm 2025 để tăng khả năng trúng tuyển,"Năm 2025, một trong những điểm mới tuyển sinh ĐH là tổ hợp môn xét tuyển. Bên cạnh bổ sung các tổ hợp mới bám sát chương trình Giáo dục phổ thông 2018, các trường bỏ các tổ hợp không còn phù hợp. Đáng chú ý, có trường ĐH dừng sử dụng tổ hợp môn xét tuyển truyền thống khối C00 (văn-sử- địa) khiến thí sinh lo lắng. Sau văn bản yêu cầu của Bộ GD-ĐT các trường đã bổ sung tổ hợp xét tuyển này trong năm nay.",Giáo dục & Học đường,2025-06-20T20:10:00+07:00,Thanh Niên,data/images/article_1787_image.png,non-clickbait
article_0072,https://thanhnien.vn/bao-chi-phai-tu-doi-moi-de-phat-trien-tuong-xung-voi-tam-voc-thoi-dai-185250621121259958.htm,Báo chí phải tự đổi mới để phát triển tương xứng với tầm vóc thời đại,"Báo chí phải không ngừng tự đổi mới để phát triển tương xứng với tầm vóc thời đại, với sự phát triển của đất nước, thực sự trở thành nền báo chí chuyên nghiệp, nhân văn, hiện đại, phục vụ sự nghiệp của Đảng, Nhà nước và nhân dân trên hành trình dựng xây và phát triển đất nước.",Chính trị & An ninh,2025-06-21T12:54:00+07:00,Thanh Niên,data/images/article_0072_image.png,non-clickbait
article_2810,https://tuoitre.vn/da-co-diem-thi-diem-chuan-vao-lop-6-truong-tran-dai-nghia-20250622075957499.htm,"Đã có điểm thi, điểm chuẩn vào lớp 6 Trường Trần Đại Nghĩa","Sở Giáo dục và Đào tạo TP.HCM vừa công bố điểm thi, điểm chuẩn vào lớp 6 Trường THCS - THPT Trần Đại Nghĩa năm 2025. Thí sinh có thể xem nhanh trên Tuổi Trẻ Online.",Giáo dục & Học đường,2025-06-23T16:26:00+07:00,Tuổi Trẻ,data/images/article_2810_image.png,non-clickbait
article_0808,https://baomoi.com/ong-le-thanh-nam-giu-chuc-chanh-van-phong-ubnd-tp-ha-noi-c52572186.epi,Ông Lê Thanh Nam giữ chức Chánh Văn phòng UBND TP Hà Nội - Báo Giáo Dục & Thời Đại,"Ông Lê Thanh Nam, Phó Trưởng Ban Tổ chức Thành ủy Hà Nội được điều động, bổ nhiệm làm Chánh Văn phòng UBND TP Hà Nội, thời hạn bổ nhiệm 5 năm.",Tin tức tổng hợp,2025-06-23T06:12:00.000Z,Báo Mới,data/images/article_0808_image.png,non-clickbait
article_0283,https://vnexpress.net/lanh-tu-iran-lan-dau-len-tieng-sau-cuoc-tap-kich-cua-my-4904938.html,Lãnh tụ Iran lần đầu lên tiếng sau cuộc tập kích của Mỹ,"Trong thông điệp đầu tiên sau khi Mỹ tập kích Iran, lãnh tụ tối cao Ali Khamenei chỉ tuyên bố sẽ tiếp tục trừng phạt nhắm vào Israel mà không nhắc đến Mỹ.",Quốc tế,2025-06-23T10:16:00+07:00,VnExpress,data/images/article_0283_image.png,non-clickbait
